feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,label
0.0,0.0,0.0,-0.20440627840199296,-0.187742820719231,-0.14445672816025576,-0.28250781010712067,-0.608576664403193,-0.17261457140184702,-0.14575237664276486,-0.9377757194760059,-0.18281391068603173,0.0497350647544932,-1.0823295599111127,-0.19341302693440465,-0.23685828352752394,-0.9736585433257904,-0.06284420285363405,-0.38233294933055867,-1.359042275398617,-0.11395112080969397,-0.45529683050067854,-1.593787201636516,-0.1671359631997831,-0.4940348689214387,-1.815529871854534,-0.21670488835261906,-0.06812957321659055,-0.9961940917657826,-0.05436628352455993,-0.07999283132657488,-1.4740098201655538,-0.10484004574184644,-0.08985802452861698,-1.7425344051128897,-0.15565772362000788,-0.09160966143124634,-1.9772185316484128,-0.19659382265019656,0.09000636571117633,-0.9254766208439305,-0.06692653706081196,0.16331577083305351,-1.3488723268419294,-0.18132227450235758,0.18846676605506826,-1.6036620824259904,-0.26682072070377355,0.22575085906200867,-1.830853717837653,-0.3209806162461293,0.23599951926658513,-0.7842609615782545,-0.0881156243741092,0.2537481885665193,-1.1260103870821718,-0.20960175499083827,0.18106060546296238,-1.0438351239493309,-0.23064800084569145,0.12154027010274476,-0.891731625533275,-0.23815209689199726,W
0.0,0.0,0.0,-0.19469483677132032,-0.18172791098184363,-0.14340242441107526,-0.2705957269135198,-0.5989637464351034,-0.17433470662804712,-0.13866880234831502,-0.9167780175843802,-0.18455765583283834,0.05537226684216701,-1.0566209310902357,-0.19487822593004625,-0.23768808675419936,-0.9735596193927338,-0.07635888276767726,-0.3766994344013197,-1.3689557825843262,-0.12755501090852783,-0.44362286683256696,-1.6066110906046276,-0.17849872271950698,-0.47995395209425007,-1.834313208862661,-0.2267504245373288,-0.06758884574909069,-0.9954253941683783,-0.06752801326141972,-0.08361920273661702,-1.4805916167266888,-0.12018081227361134,-0.09477581878750713,-1.7434405190689855,-0.17067011445425123,-0.10016799580943955,-1.9718355084816805,-0.2111692315787752,0.09415959866908186,-0.930392787691908,-0.0779828167916827,0.16451229907119433,-1.3476616528647771,-0.19799521747889093,0.19277911303398063,-1.6066539589641204,-0.2864401224869981,0.2291403165810217,-1.8411835913299657,-0.34205057476920486,0.24406031278168205,-0.7965736316519428,-0.09530677295926472,0.2560060279089525,-1.1301540220318713,-0.2218066083900929,0.178870890432781,-1.0320728218206052,-0.24211727569841776,0.11164527120510814,-0.8720612989190302,-0.24841392992822295,W
0.0,0.0,0.0,-0.193996859265043,-0.18524116690096276,-0.15446880819027572,-0.26549989136478547,-0.595330376840216,-0.19274649641038658,-0.1437154707069759,-0.9275273395475293,-0.21079669492358655,0.03806716227022686,-1.1165242296527953,-0.2292289487363265,-0.2372354187877078,-0.9663398545584986,-0.08428354095299323,-0.38127187416906944,-1.3650485883073538,-0.14737522408609238,-0.4542571061627105,-1.6075870384410962,-0.20577996773112472,-0.49366693618762336,-1.8414447263871134,-0.25820333410587054,-0.060282946989542334,-0.9954330143832648,-0.07402080908841026,-0.06489216540532738,-1.4889967696929074,-0.13941701915809343,-0.08138591733299054,-1.755859124554916,-0.19824799146676694,-0.08662434671616769,-1.987145036711537,-0.2436370090794479,0.10625220515537256,-0.9344014744291378,-0.08427391520989898,0.18468040566224092,-1.3687610747747603,-0.21226852863261436,0.20930711943427702,-1.626922061650546,-0.30106210395426014,0.24960598587594285,-1.8579481989863036,-0.35653167311169875,0.2577916013577544,-0.8009864728030965,-0.10297176612071897,0.2747118477486708,-1.149308004434032,-0.23423853731063557,0.193139010002773,-1.0520138031188984,-0.2552605526865218,0.12287354089682942,-0.8811264228116971,-0.2617791995726729,W
0.0,0.0,0.0,-0.2003813447162538,-0.18777781707503471,-0.15365442694418746,-0.2629967600110057,-0.6002577181436135,-0.19217675349232569,-0.12183362533172053,-0.9245486675570463,-0.21008017896200712,0.07831758678209368,-1.080786302324807,-0.22804845651185612,-0.22885933781088894,-0.9705706057586362,-0.08241075105103812,-0.3630510838936164,-1.3681487080191543,-0.1461639798633994,-0.4347569406419031,-1.6090823703142363,-0.20519590723240874,-0.4826408145229656,-1.8448685976299724,-0.2571883608671143,-0.04806553607697056,-0.9961098258858345,-0.07385742356273811,-0.052706882988119826,-1.4907876956308281,-0.13953579178451753,-0.06787058491718698,-1.772039927987526,-0.1976269757696161,-0.0765109440243576,-2.022119884715098,-0.24202254599490527,0.11923068303810934,-0.9290421593625574,-0.0864160511621925,0.19930399828536396,-1.3506492620039101,-0.2141384172088665,0.22842025295172097,-1.6218633342650797,-0.30390342079067567,0.273318105401837,-1.870312404372885,-0.35970360162419784,0.2689535285851261,-0.7900657935493742,-0.1074533340755989,0.28735212100724705,-1.122192961733046,-0.2369698625140415,0.20672546922828586,-1.0278456209051823,-0.256626903505742,0.13865509662703404,-0.865558349893644,-0.26262901125740057,W
0.0,0.0,0.0,-0.19141250309856236,-0.19720105272607477,-0.14141944127126882,-0.25788964504044437,-0.599197247933961,-0.1765914030476602,-0.1323148301047225,-0.9233385928913981,-0.1965655789774065,0.05623926851115493,-1.101512839699096,-0.21843120097141683,-0.2181352985679259,-0.9717598325687596,-0.0608876986795629,-0.35327987696905855,-1.366324757261107,-0.12143732477242364,-0.4244778751085773,-1.605786270204825,-0.1813154154336455,-0.468754087618097,-1.8357846287117907,-0.2346703160555824,-0.04348706522595172,-0.9973955966923349,-0.05754041064134864,-0.04964694291757064,-1.484992780027638,-0.12146639426907742,-0.06631522446978373,-1.76319264738504,-0.18394033712588675,-0.07403275625870426,-2.0032488763904155,-0.2324224085762976,0.11862198249522574,-0.9295759224431234,-0.07484890370829798,0.2029675591333758,-1.3658958162350843,-0.20167068858191015,0.2272900483146294,-1.6246384337012543,-0.29317833290876744,0.2680764182788632,-1.8500349693997247,-0.3509471003132267,0.26752814327433244,-0.7902557569552195,-0.09966290660203796,0.28969360316144555,-1.1322316702069635,-0.2317384675710113,0.2056740657895131,-1.0374161651471336,-0.2554535407898716,0.13455782795768748,-0.8662009629601733,-0.26406780580646,W
0.0,0.0,0.0,-0.18809462022332374,-0.19434921750885734,-0.1427803334486283,-0.2509751417782335,-0.6054311149729127,-0.17688896816997746,-0.12054667683547626,-0.932544032712349,-0.194894169325923,0.06306995010169157,-1.1061196255482406,-0.2157454480162222,-0.2128693131985145,-0.9779024136899394,-0.07461228214598546,-0.3514743028284888,-1.3845401589118722,-0.13511706459591857,-0.4184066034392953,-1.6301466680348533,-0.19297902537675973,-0.45701140957518316,-1.8646783144050496,-0.24572901952888587,-0.03302743623005071,-0.9969201658139262,-0.07112925874493464,-0.03440689067963042,-1.4861229955568742,-0.13575375640072357,-0.045608987628000204,-1.7647055695953147,-0.19715436743390027,-0.0518215122641949,-2.0068515524977943,-0.24514035812479051,0.13237315628997673,-0.9250050001248972,-0.08736524275101655,0.22110193475151674,-1.3591009416515922,-0.21321527103855914,0.2519304144926912,-1.6217988548199533,-0.30619554660940956,0.29381891977214913,-1.8539240777601496,-0.3657997114094322,0.28060302664189696,-0.7846809261079264,-0.11105477386939146,0.3065285183637387,-1.1251360565503883,-0.24482201857393532,0.23033007242269216,-1.0433715210515158,-0.27286308367165196,0.16235652455312669,-0.8899402923941301,-0.284636642034019,W
0.0,0.0,0.0,-0.1969228706806553,-0.1854217356847338,-0.14989773671044626,-0.260501931467076,-0.5990985379356982,-0.1857666019541837,-0.12540570870796577,-0.9213627387765838,-0.20270047393404614,0.06218535778496562,-1.100046323586514,-0.22151204498609844,-0.22484464899434053,-0.9681650174100844,-0.08279994735893564,-0.3663851026770915,-1.370695075201064,-0.1474660710333115,-0.43762356518594225,-1.6186236500449185,-0.20656033295680015,-0.4812220340788636,-1.8594941352567729,-0.259666927155804,-0.04827897442732394,-0.995762846162481,-0.07826554050564595,-0.05522959507788058,-1.491820895998754,-0.149111824790647,-0.07167142366854128,-1.7753411406740418,-0.2122412641542252,-0.07916381139492919,-2.025561684374296,-0.2600659507424071,0.11707969077719511,-0.9340274183237496,-0.09414176858846628,0.1971386313725866,-1.363353349730958,-0.22743060347084174,0.22637060568970585,-1.6290670125923847,-0.3219122670301733,0.2736828734896923,-1.8708297988736107,-0.381100448616153,0.26503023212823823,-0.80213706212783,-0.11803223243202894,0.2787253798036936,-1.1396041644594257,-0.2568114146141753,0.19697861057342309,-1.0402640544995267,-0.283242433609432,0.13038095692257573,-0.872820799578398,-0.29335832428688763,W
0.0,0.0,0.0,-0.18976897608860624,-0.19408247386899558,-0.1412795142821905,-0.26313216210322876,-0.6017533631309607,-0.17692501844458,-0.13708179902869894,-0.927532204829573,-0.19592070499875705,0.05072407789039295,-1.0843792621526107,-0.2171257945248335,-0.22754795242381826,-0.9706292695999963,-0.07468660632664245,-0.3761831723757889,-1.3726584481244775,-0.13420515955584703,-0.4503636879848892,-1.6216434979401035,-0.19051513904640238,-0.4904386022199141,-1.858413010264507,-0.24247105014513054,-0.054979972995620484,-0.9958877284620382,-0.07200579746188764,-0.06854110897862278,-1.4866090027187917,-0.13564980846587096,-0.08520273513524346,-1.7613749152941087,-0.19259532874470017,-0.08923596971793644,-1.9977935749607085,-0.235963623566033,0.10951001673215895,-0.9293840784699567,-0.08860454506196236,0.18696278321899637,-1.3712605882965054,-0.21521758808644492,0.21431148606445521,-1.631291317636886,-0.3014106048483394,0.2603219894124259,-1.8608661511014433,-0.35486028422918403,0.26146063720216983,-0.7928165142322477,-0.11257515865983271,0.27615895472500285,-1.1359065307990326,-0.24483574469265934,0.20159658574564818,-1.0396412542650326,-0.26513995456223927,0.1447785637516828,-0.8723464331854199,-0.2705092570122762,W
0.0,0.0,0.0,-0.1874352560803549,-0.20883103330596495,-0.1314782249752877,-0.25771727233085,-0.6004457531913511,-0.16534925524424152,-0.13060392930975792,-0.9180233454022396,-0.18432626883134756,0.0562528503920378,-1.0855154851445434,-0.2039499981149548,-0.23933076019737087,-0.9711952310263295,-0.057094895787333684,-0.39209434404817395,-1.3691512357017632,-0.11257702106760505,-0.4670669615757872,-1.6146101968893052,-0.1640441302280752,-0.5102102262711037,-1.8468132562517392,-0.21144514653037785,-0.06824854556297454,-0.9960336533372484,-0.05708850539462958,-0.09053675041036621,-1.4710134590175517,-0.12304244257320303,-0.10880213676014265,-1.7457530404783919,-0.18078958421190958,-0.1159379515376832,-1.9808582927099725,-0.2216187577799232,0.09015109949132674,-0.9283765240351551,-0.07621591859757665,0.14942424569485188,-1.3464761071600218,-0.20275967478016782,0.17106142597099375,-1.6139951282205731,-0.2909930731049123,0.2117550224523016,-1.8490268776779804,-0.34290278987956063,0.23824911331278215,-0.7907843158192494,-0.10159659622301406,0.2426987357978052,-1.1215255866775493,-0.2278335340073513,0.16811983009953044,-1.0330565658234743,-0.24707116159732995,0.11327085087482112,-0.8726527239137908,-0.250532076311573,W
0.0,0.0,0.0,-0.184878426933763,-0.19920352628520793,-0.13010667273164636,-0.2439876710866841,-0.5968710822609138,-0.16203552648968733,-0.09676773923892576,-0.907505322424703,-0.1764330353283493,0.0871750330505614,-1.0564535628454899,-0.19218759368344263,-0.24009723875576397,-0.9723773777611613,-0.07345296718359048,-0.38589700343769073,-1.381544993522782,-0.12792044367363425,-0.4537039425691797,-1.628525946602459,-0.17547628353288652,-0.49583877718104535,-1.8604454054717705,-0.21955106670719096,-0.0636921122596805,-0.9953067991482781,-0.07285389766587166,-0.09227043625738593,-1.4737969263218391,-0.13494694480025762,-0.10450175699470833,-1.74586311411854,-0.1873632581194035,-0.10862535429185176,-1.9819998640971102,-0.2241747921612427,0.09925768438281482,-0.919574818118954,-0.08965121413682423,0.14842811141585846,-1.337525693984362,-0.21062550110452283,0.17465082751626954,-1.6072815164437282,-0.2958198619408613,0.21981252843277702,-1.8556346132627075,-0.34711928298487565,0.2478205608708941,-0.7727178963149396,-0.11190388891598392,0.24523221583300253,-1.0877170274289916,-0.23227997538676673,0.1877859298887235,-0.9993356330692409,-0.2484337351596617,0.15790530468517644,-0.8554574471869323,-0.25066128949924465,W
0.0,0.0,0.0,-0.1962153789701197,-0.17541108201166764,-0.14789738081211598,-0.24729805551452294,-0.5850085017034613,-0.18373307278557743,-0.06542717391599036,-0.8669984442010239,-0.19689706299622034,0.14461269834984553,-0.9681520738786171,-0.2121602297023684,-0.2328904614140645,-0.9722864326441816,-0.09381907827708108,-0.36797990520287666,-1.3718168780320124,-0.14992232346216663,-0.42968371939067507,-1.609230069456591,-0.2001283634282463,-0.4763674660581084,-1.8445066750966288,-0.24781853011804383,-0.05283524258253722,-0.9947791110372605,-0.08730954922093107,-0.07095662311439341,-1.4676732109584638,-0.14490340023187084,-0.08171853173564979,-1.7339690388113735,-0.19812278494671134,-0.08636593217941659,-1.9774753072831182,-0.23795226868437014,0.11107939785384047,-0.9146758555607177,-0.09889392506286901,0.1580986450589278,-1.3018572920212501,-0.21728092360483517,0.19235973368622497,-1.5709862717879477,-0.30689085715264963,0.24981213379765616,-1.83601711901445,-0.36520050247702285,0.2525335609863563,-0.7621775891264414,-0.11769891921659088,0.23933089683241376,-1.0423322871135559,-0.24614717392146587,0.17949474581920782,-0.9311826125582483,-0.2680203077095062,0.1525128439543948,-0.7881251397876184,-0.2755343394089749,W
0.0,0.0,0.0,-0.19982282085097583,-0.16139046864223486,-0.1499866912038223,-0.2505291369353278,-0.5437458989958338,-0.19620175047020336,-0.06915412300333733,-0.8154839525329454,-0.21917266153013215,0.13172097597378857,-0.9486943860673215,-0.2451070682290054,-0.24321226349981295,-0.9699066638641419,-0.11810021030909894,-0.38228484525782874,-1.3694602088220886,-0.188231684799227,-0.4455335726613878,-1.617736224684495,-0.24702645064474307,-0.4899147919257148,-1.8484790147973966,-0.29857068464178077,-0.05546733681397507,-0.9918301705307239,-0.11487509465397656,-0.07219062659947433,-1.4631081443365572,-0.1841922846340205,-0.07640422069745678,-1.7362959933328235,-0.2426562808779686,-0.0801943042208175,-1.9814450894526063,-0.2844413691158809,0.11173284540932715,-0.9085962255984018,-0.12904386920910912,0.16938159780210776,-1.3114780258816692,-0.2527967262040467,0.2020459152482362,-1.5779847154636915,-0.3418382559605796,0.24798516045189903,-1.840120955179353,-0.39804368319465105,0.25200963130915094,-0.744273450406167,-0.15004426567380477,0.24959136352009398,-1.0282532003465374,-0.28203214854346437,0.18749597417345443,-0.943678586753918,-0.30487821921773917,0.15083183463367641,-0.8264096290395093,-0.3106272352184358,W
0.0,0.0,0.0,-0.2010411239416887,-0.160157833980285,-0.13985187143210123,-0.25064133191304644,-0.5482606561951509,-0.17770498282093797,-0.07284810945122035,-0.8215422947793927,-0.1928447897334938,0.131161394186066,-0.9559138412327461,-0.21007984124878115,-0.2374245066458931,-0.9733648498839144,-0.09714552872233224,-0.36863990423815896,-1.364666074670995,-0.1547284541061216,-0.43540573884382117,-1.601331822161996,-0.20807215446990926,-0.48133077776981875,-1.8323399784976175,-0.2583934434874401,-0.05585872824300754,-0.9937250378439675,-0.09690382676179067,-0.07446324061237829,-1.4688569476401983,-0.15547266736446924,-0.07968914345167055,-1.7268035394869068,-0.2092223959530615,-0.08370460174279225,-1.96519265090714,-0.25019935866376536,0.10873167820348276,-0.9100891266262161,-0.1138218554046727,0.17282287549036673,-1.3160517113073782,-0.23425111059239195,0.20726936615295866,-1.570400072015886,-0.32143092473086227,0.25316864613206597,-1.8245398756368518,-0.3768429668498891,0.2507030178121785,-0.7419973110480381,-0.13636858112106062,0.25620774995377477,-1.0426039953023962,-0.26418564773588904,0.17543288948624466,-0.9387387244601136,-0.2799266803315379,0.11801167775423219,-0.797068583765495,-0.2819883281499207,W
0.0,0.0,0.0,-0.19609777154413208,-0.1582735581491796,-0.1484808506401546,-0.24251204674243323,-0.5526700040215285,-0.18808163153171978,-0.061540724269698956,-0.8243931836974737,-0.2017817499661344,0.1403023675896441,-0.960021852064458,-0.2164793483326003,-0.24010146905295782,-0.9720649404890833,-0.11377837181827374,-0.3697692166041881,-1.3724423630377018,-0.17675364563938592,-0.4403343943834038,-1.6131942801123826,-0.2319489976193842,-0.4913651640203941,-1.8443804633511303,-0.28280442091905383,-0.05400519049596199,-0.992370815538643,-0.11083142093586763,-0.06730245392533181,-1.4820695198761928,-0.175638665143845,-0.06942039837728371,-1.7411048607934365,-0.23078733881779945,-0.07186219939506189,-1.9775978703061214,-0.2715286400897809,0.11558579857918634,-0.9109679521332927,-0.12540612730190837,0.1868018801951367,-1.3199083154920626,-0.2525599838424133,0.22307335975266873,-1.581820760763276,-0.34244106344261177,0.26902976877169826,-1.840211807161455,-0.3980837693681739,0.2640978503448997,-0.7421110531345176,-0.1460489493546622,0.27196658489220316,-1.0459133537977103,-0.27827279353785916,0.18527444409086663,-0.9428916402015439,-0.2943443750360561,0.12080829907595572,-0.796289225427427,-0.29580215690884787,W
